Action,Item Id,Main Category,Sub Categories,Item Code,Product Title,Product Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
add/edit,204033,Plastic Bags,Plastic Bags,N50-KALIKA-POLY26,PRINTED POLY Roll(8.6Inch  ) -  B (KG) - 100 MIC,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,175.4,175.4,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204034,Plastic Bags,Plastic Bags,N50-KALIKA-POLY27,PRINTED POLY Roll( 7Inch ) - C (KG) - 100 MIC,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,166.63,166.63,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Sys_Discount_Group - Not Discounted"
add/edit,204035,Plastic Bags,Plastic Bags,N50-KALIKA-POLY28,PRINTED POLY Roll( 10Inch ) - C (KG) - 100 MIC,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,175.4,175.4,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204036,Plastic Bags,Plastic Bags,N50-KALIKA-POLY29,PRINTED POLY BAGS (10Inch  x 32.5Inch ) - 100 Micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,127,127,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Sys_Discount_Group - Not Discounted"
add/edit,204037,Plastic Bags,Plastic Bags,N50-KALIKA-POLY30,PRINTED POLY BAGS (18Inch  x 36Inch ) - 100 Micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,135,135,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Sys_Discount_Group - Not Discounted"
add/edit,204038,Plastic Bags,Plastic Bags,N50-KALIKA-POLY31,PRINTED POLY ROLL (4Inch ) - 100 Micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,166.63,166.63,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - KGM, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Sys_Discount_Group - Not Discounted"
add/edit,204039,Plastic Bags,Plastic Bags,N50-KALIKA-POLY32,"Non Printed LDPE Poly Bag (120X80) - 75 microns BC18,P1","<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,12,12,10000,10,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204040,Plastic Bags,Plastic Bags,N50-KALIKA-POLY33,Non Printed Poly bag UC22/27 PACKING BAG 120X175CM - 60 micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,28.6,28.6,10000000,100,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204041,Plastic Bags,Plastic Bags,N50-KALIKA-POLY34,NON PRINTED LDPE BAG 120 x 175 cm/75 micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,28.6,28.6,10000,100,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204042,Plastic Bags,Plastic Bags,N50-KALIKA-POLY35,NON PRINTED LDPE BAG 145 x 215 cm/75 micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,49,49,100000,100,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Unit_of_Measure - EA"
add/edit,204043,Plastic Bags,Plastic Bags,N50-KALIKA-POLY36,NON PRINTED LDPE BAG 180 x 255 cm/75 micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,72.3,72.3,10000,100,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - "
add/edit,204044,Plastic Bags,Plastic Bags,N50-KALIKA-POLY37,NON PRINTED LDPE BAG 165 x 255 cm/75 micron,"<div>
<p>A plastic bag, poly bag, or pouch is a type of container made of thin, flexible, plastic film, Nonwoven fabric, or plastic textile. Plastic bags are used for containing and transporting goods such as foods, produce, powders, ice, magazines, chemicals, and waste. It is a common form of packaging.</p>
</div>",24111503,,,,,66,66,10000,100,YES,/kalika-images/KPB.jpg,,"Unit of Measure - EA, UNSPSC - 24111503, Lead Time - 21 Days, Material - LDPE, Color - Trandparent, white , Closure Type - Side Seal & Bottom Seal, Sys_Num_Images - , Unit_of_Measure - EA"
add/edit,204045,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop",N37TAL100400001,Panel AC Blower motor rosenberg 2RRE15 192 X 40R B47-A1 CN,,,,,,,5684,5684,10000,2,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNIT OF MEASURE - EA, UNSPSC - 40101601, Lead Time - 16 DAYS"
add/edit,204046,Janitorial,"Janitorial,Home,System,menu1,Shop",N43DRAINAGEPOWDER,Drainage powder (50grm pack),,,,,,,14.5,14.5,10000000,50,YES,/kalika-images/drain-max-500x500.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNIT OF MEASURE - EA, UNSPSC - 47131815"
add/edit,204049,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop",N36EDHH,mobile,,,,,,,0,0,,,YES,/kalika-images/491614989-i-1-1200Wx1200H.jpg,,Sys_Num_Images - 1
add/edit,204050,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop",N84L314EMPLSHOE,Clean Room White Shoes Microfiber Model BS 9044,,,,,,,1295,1295,100000,0,YES,/kalika-images/shoe_BS_9044_W.JPG,,"Sys_Num_Images - 1, UNIT OF MEASURE - EA, UNSPSC - 46181605, Lead Time - 45 DAYS"
add/edit,204052,Packaging,"Packaging,Home,System,menu1,Shop",N50STRECH23HG1,STRETCH FILM 500MM x Above 51microns (Hand Grade) in KGM,,24141501,,,,,151,151,1E+11,0,YES,/kalika-images/strech_film.jpg,,"Sys_Num_Images - 1, UNIT OF MEASURE - KGM, UNSPSC - 24141501, Sys_Discount_Group - Not Discounted, Unit_of_Measure - KGM"
add/edit,204053,Packaging,"Packaging,Home,System,menu1,Shop",N50STRECH29MG,Stretch Film 500mm X 51 Micron(Machine Grade),,24141501,,,,,183.01,183.01,15000000,30,YES,/kalika-images/strech_film.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNIT OF MEASURE - KGM, Micron - 51, UNSPSC - 24141501, Unit_of_Measure - KGM"
add/edit,204054,Uncategorized Items,Uncategorized Items,N69GLOVESLATHERPALM_7,Steel mesh hand gloves with leather palm for hot welded parts handling size - 7,Steel mesh gloves with customaised leather patch on back and front end,46181504,,,,,435,435,10000,25,YES,/kalika-images/GLOVES LPATCH.jpg,,"UNIT OF MEASURE - PR, UNSPC - 46181504, LEAD TIME - 45 DAYS, Sys_Num_Images - , Unit_of_Measure - EA"
add/edit,204055,Uncategorized Items,Uncategorized Items,N69GLOVESLATHERPALM_8,Steel mesh hand gloves with leather palm for hot welded parts handling size - 8,Steel mesh gloves with customaised leather patch on back and front end,46181504,,,,,435,435,10000,25,YES,/kalika-images/GLOVES LPATCH.jpg,,"UNIT OF MEASURE - PR, UNSPC - 46181504, LEAD TIME - 45 DAYS, Sys_Num_Images - , Unit_of_Measure - EA"
add/edit,204056,Safety,Safety,N69GLOVESLATHERPALM_9,Steel mesh hand gloves with leather palm for hot welded parts handling size - 9,"<div><p>Steel mesh gloves with customaised leather patch on back and front end</p>
<ul class=""certifications"">
<li>
<ul>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/en-388/icon_en388_mechanical-protection_new.ashx?rev=fa0b980e19e54c77a34353a21ec7f739&amp;mh=50&amp;la=en&amp;h=50&amp;w=36&amp;mw=50&amp;hash=EF51053CBE5317997AB8990727D2EF6F"" alt="""" /><span class=""certifications__bottom"">4X43D</span></div>
</li>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/en-388/icon_en388_mechanical-protection_new.ashx?rev=fa0b980e19e54c77a34353a21ec7f739&amp;mh=50&amp;la=en&amp;h=50&amp;w=36&amp;mw=50&amp;hash=EF51053CBE5317997AB8990727D2EF6F"" alt="""" /><span class=""certifications__bottom"">4443</span></div>
</li>
</ul>
</li>
<li>
<ul>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/en-407-heat-flame/icon_en407_heat-flame.ashx?rev=32c5f96866a1433191b1b67264c6776d&amp;mh=50&amp;la=en&amp;h=50&amp;w=36&amp;mw=50&amp;hash=959FF7CB675C355B46A08A79B2B6AA0E"" alt="""" /><span class=""certifications__bottom"">X1XXXX</span></div>
</li>
</ul>
</li>
<li>
<ul>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/ce/ce.ashx?rev=22848dcf145743148f14ccf1bb271e87&amp;mh=50&amp;la=en&amp;h=50&amp;w=50&amp;mw=50&amp;hash=9665AEE1DE07858FE211F19309E9F9B0"" alt="""" /><span class=""certifications__bottom"">0493</span></div>
</li>
<li>
<div data-webid=""certification-value"">EN 420:2003 + A1:2009;&nbsp;</div>
</li>
<li>
<div data-webid=""certification-value"">Category III</div>
</li>
</ul>
</li>
<li>
<ul>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/ansi-abrasion/icon_ansi_abr_5_current.ashx?rev=cab33684a8ee4a69b173c9f025494801&amp;mh=50&amp;la=en&amp;h=50&amp;w=35&amp;mw=50&amp;hash=04B993520D33EB9BD26676C82074FF35"" alt="""" /></div>
</li>
<li>
<div data-webid=""certification-value""><img src=""https://www.ansell.com/-/media/projects/ansell/website/pim/taxonomy/standards/ansi-cut/icon_ansi_cut_a5_current.ashx?rev=57c969a22d414d22a0edb94344956eb7&amp;mh=50&amp;la=en&amp;h=50&amp;w=36&amp;mw=50&amp;hash=F894FEC3AA267136942D88708FBF23D4"" alt="""" /></div>
</li>
</ul>
</li>
<li>
<ul>
<li>
<div data-webid=""certification-value"">REACH Compliant</div>
</li>
</ul>
</li>
</ul></div>",46181504,,,,,435,435,10000,25,YES,/kalika-images/48-703-back.jfif,,"UNIT OF MEASURE - EA, UNSPC - 46181504, LEAD TIME - 45 DAYS, Sys_Num_Images - 1, Unit_of_Measure - EA, Sys_Discount_Group - Not Discounted, ASTM - ANSI 2016 Cut Level:	A5 ANSI Puncture Level:	5, Temperature_handling - Protects hands from intermittent heat contact up to 100ºC / 200ºF"
add/edit,204058,Packaging,"Packaging,Home,System,menu1,Shop",N50-NAILCOIL28MM,NAIL COIL- 3X2.8MM Thickness BOX OF 20 NOS,,,,,,,109.44,109.44,200000000,0,YES,/kalika-images/wire-collated-coil-nail-500x500.jpg,,"Sys_Num_Images - 1, UNIT OF MEASURE - EA, UNSPC - 31151901 , Unit_of_Measure - EA"
add/edit,204059,Hand & Power Tools,"Hand & Power Tools,Home,System,menu1,Shop",N35PUMP0550036,"Monoblock pump From Mach powerpoint pumps india pvt ltd 1hp, MODEL MDP170","<div><table>
<tbody>
<tr>
<td>
<p>MDP-170 (Mach powerpoint pumps india pvt ltd)</p>
<p>&nbsp;</p>
<table width=""339"">
<tbody>
<tr>
<td width=""64"">
<p>Model</p>
</td>
<td width=""83"">
<p>Threading</p>
</td>
<td width=""64"">
<p>HP</p>
</td>
<td width=""64"">
<p>Phase</p>
</td>
<td width=""64"">
<p>flow</p>
</td>
</tr>
<tr>
<td width=""64"">
<p>MDP-170</p>
</td>
<td width=""83"">
<p>1""BSP</p>
</td>
<td width=""64"">
<p>1</p>
</td>
<td width=""64"">
<p>3</p>
</td>
<td width=""64"">
<p>170LPM</p>
</td>
</tr>
</tbody>
</table>
<p><a href=""https://www.powerpointpumps.com/pumps/magnetic-drive-pumps/"">https://www.powerpointpumps.com/pumps/magnetic-drive-pumps/</a></p>
<p>&nbsp;</p>
</td>
</tr>
</tbody>
</table></div>",,,,,,18718,18718,,,YES,/kalika-images/MDP_PUMP_170.jpg,,"Sys_Num_Images - 1, UNIT OF MEASURE - EA, UNSPC - 401515  , LEAD TIME - 45 days, Sys_Discount_Group - Not Discounted, Tags - Panchsheelprabha "
add/edit,204060,Janitorial,"Janitorial,Home,System,menu1,Shop",N43LIQUIDSOAPHAND001,LIQUID SOAP FOR HAND WASH REVA PURPLE LEAF PACK SIZE 5 LTR CAN,"<div>
<h2>REVA PURPLE LEAF Hand Wash ( Formerly Saniwash)</h2>
<p class=""first"">REVA PURPLE LEAF Hand wash is gentle &amp; perfumed premium hand wash.</p>
<h4 class=""all-head"">Application areas:</h4>
<p>REVA PURPLE LEAF Hand wash is gentle &amp; perfumed premium hand wash, which is safe on hands &amp; maintains the softness to be effectively used in for guest areas, rooms, washrooms areas at hotels, restaurants, canteens, food malls, institutes, offices &amp; etc.</p>
<div class=""cont-img"">
<div class=""col-md-4 col-sm-12"">
<div class=""ser-area"">
<div class=""ser-main-pic"">
<div class=""ser-img-main-box""><img class=""img-responaive"" src=""http://www.revachemical.com/images/product/REVAPURPLELEAFHANDWASH.jpg"" /></div>
</div>
</div>
<a id=""img1"" class=""lightbox"" href=""http://www.revachemical.com/reva-purple-leaf-liquid-soap.php#_"">&nbsp;</a></div>
<div class=""col-md-8 col-sm-12"">
<div class=""safety-info"">
<p><b>Packaging </b>:Available in 5 ltr can (1 box x 4 cans) &amp; 1 ltr can (1 box x 12 cans) .Also available in variant fragrances</p>
<p>oem site</p>
<p><a href=""http://www.revachemical.com/reva-purple-leaf-liquid-soap.php"">http://www.revachemical.com/reva-purple-leaf-liquid-soap.php</a>#_</p>
</div>
</div>
</div>
</div>",53131608,,,,,400,400,100000,10,YES,/kalika-images/REVAPURPLELEAFHANDWASH.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNIT OF MEASURE - EA, Tags - HARSHAL SURVE, UNSPC - 53131608, LEAD TIME - 15 DAYS"
add/edit,204061,Chemicals & Lubricants,"Chemicals & Lubricants,Home,System,menu1,Shop",N39OKS2501SPRAY,OKS 2501 Spray 400 ml made in germany,"<div>
<h3 class=""fs18 mt30 mb10 color"">Product Description</h3>
<div class=""pdest1"">
<div class=""fs16 lh28 pdpCtsr"">
<p dir=""ltr"">To achieve optimal adhesion remove soiling as well as other lubricants from the thread and sliding surfaces. Use a brush, spatula or similar to apply sufficient OKS 250 to the head or nut contact surface and to the thread. Spray on evenly OKS 2501 spray. The paste will also act as a sealant. Caution: Do not use paste instead of grease and mix only with suitable lubricants.</p>
</div>
</div>
</div>",15121902,,,,,2510,2510,100000,12,YES,/kalika-images/oks_spray.jpg,,"Sys_Num_Images - 1, UNIT OF MEASURE - EA, UNSPC - 15121902, Sys_Discount_Group - Not Discounted"
add/edit,204062,Medical & Health Care,"Medical & Health Care,Home,System,menu1,Shop,Safety",N55K0001INDIRECT1256,3M 6200 MASK SPUNCH 6033 5N11 filter,,46182001,,,,,125,125,1000000,0,YES,/kalika-images/5n11.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPC - 46182001, Unit_of_Measure - EA"
add/edit,204063,Mechanical Power Transmission,"Mechanical Power Transmission,Home,System,menu1,Shop",N36GEARBOX002,"PREMIUM MAKE GEAR BOX TYPE U700, RATIO 70:1, HORIZONTAL",,26111526,,,,,69065.5,69065.5,10000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNIT OF MEASURE - EA, UNSPC - 26111526"
add/edit,204064,Packaging,"Packaging,Home,System,menu1,Shop",N43SPRAYBOTTLE05,SPRAY BOTTLE SIZE 150 ML,,471218,,,,,40,40,1000000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNIT OF MEASURE - EA, UNSPC - 471218"
add/edit,204065,Janitorial,"Janitorial,Home,System,menu1,Shop",N43SPRAYBOTTLE06,SPRAY BOTTLE SIZE 200 ML,,471218,,,,,40,40,100000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNIT OF MEASURE - EA, UNSPC - 471218"
add/edit,204066,Measuring Instruments & Tools,"Measuring Instruments & Tools,Home,System,menu1,Shop",N37HBBF0271202,"VIRAP MAKE Oxygen Probe type ST 800Virap make unheated, high temperature, Oxygen Probe type ST 800,hot length 850mm","<div><p>The VIRAP Oxygen Probe/Carbon sensor is a cost effective option, offering high reliability, compatibility and<br />accuracy for measurement of carbon potential (%C) and temperature ( ̊C). in carburizing, carbonitriding,<br />neutral hardening and gas generator applications.</p>
<p>The VIRAP Oxygen Probe / Carbon sensor is the latest generation of in-situ oxygen sensor using the ZrO2 solid electrolyte. The probe has<br />been completely redesigned, based on years of practical experience, to eliminate the problems found in other manufacturer&rsquo;s probes.<br />Probe Specifications :<br />Output 0 to 1200 mV.<br />Readout Impedance % Carbon Sensors should be used with controlling, recording and indicating instruments having input</p>
<p>impedance of 8 mega ohms or higher.</p>
<p>Accuracy +/- 0.05 weight percent carbon in normal operating range.<br />Response Time Less than 1.0 second.<br />Thermocouples Type K, S, or R.<br />Operating Temperature 760&deg;C to 1150&deg;C<br />Length available 550mm, 650mm, 750mm, 850mm, 1050mm, 1250mm<br />Mechanical Shock Resists mild mechanical. Handle carefully.<br />Immersion Depth 3 inches minimum.</p></div>",41111905,,,,,40415,40415,100000,0,YES,/kalika-images/oxygen_probe.JPG,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNIT OF MEASURE - EA, UNSPC - 41111905"
add/edit,204068,Pneumatics ,Pneumatics ,N31-CP7830QWRENCH,Pneumatic Gun 7830Q High Power Club Ratchet,"<div>
<p>ir Ratchet - Straight Handle, Non-Reversible, Not Variable Speed, 3/8 in Drive Size, 1/4 in Inlet, 90 ft-lb Torque, 190 rpm Max Speed</p>
</div>",271117,,,,,18845,18845,1000,1,YES,/kalika-images/CP_7830Q.jpg,,"Unit of Measure - EA, UNSPC - 271117, Sys_Num_Images - 1"
add/edit,204069,Pneumatics ,Pneumatics ,N31-CP886WRENCH,Pneumatic Gun 886H 1/2 inch Ratchet High Torque and Compactness,,271117,,,,,9898.2,9898.2,1000,1,YES,/kalika-images/noimage.jpg,,"Unit of Measure - EA, UNSPC - 271117, Sys_Num_Images - "
add/edit,204070,Screwdrivers & Keys,Screwdrivers & Keys,N35SCRWDRVRSTNLY,STANLEY  66052 SCREW DRIVER SET(SMALL),"<div class=""product-detail__marketing-description rtf product-detail__col--right__item"">
<p>You&rsquo;ll find yourself reaching for this Precision Screwdriver Set again and again. It includes six of the most popular slotted and Phillips&reg; screwdrivers and is perfect for many fastening applications at home or on the job. Tough plastic swivel-head handles provide comfort, reach, and precision.</p>
</div>
<div class=""product-detail__features-wrapper product-detail__col--right__item triggerdata__target"" data-triggerdata=""features"" data-collapsed="""">
<h2 id=""features"" class=""t2"" tabindex=""-1"">FEATURES &amp; BENEFITS</h2>
<ul>
<li>Swivel-head handles provide precision and reach</li>
<li>Tough, plastic handles with soft cushion grip for comfort</li>
<li>Plastic storage case included</li>
</ul>
</div>",27111728,,,,,261.9,261.9,1000,5,YES,/kalika-images/image002.jpg,,"Unit of Measure - EA, UNSPC - 27111728, Sys_Num_Images - 1"
add/edit,204071,Measuring Instruments & Tools,Measuring Instruments & Tools,N37-FLUKET40SENSOR,RAYTEK FLUKE MAKE TEMPERATURE  SENSOR MODEL NO.-T40-LT-50-SF0-1 WITH CABLE,"<div><p>Provides accurate temperature measurements for a wide variety of process control applications. This integrated sensor conforms to Industry 4.0 standards and combines innovative digital technology and standard two-wire installation for all setups. Has a temperature range of -20 to 600&deg;C and a spectral response of 8 to 14 &mu;m.</p>
<p>FOR DATA SHEET</p>
<p><a href=""https://www.raytek-direct.ca/pdfs/cache/www.raytek-direct.ca/t40-lt-15-sf0-0/datasheet/t40-lt-15-sf0-0-datasheet.pdf"">https://www.raytek-direct.ca/pdfs/cache/www.raytek-direct.ca/t40-lt-15-sf0-0/datasheet/t40-lt-15-sf0-0-datasheet.pdf</a></p></div>",992312,,,,,107250,107250,1000,1,YES,/kalika-images/RAYTEK.jpg,,"Unit of Measure - EA, UNSPC - 992312, Sys_Num_Images - 1"
add/edit,204072,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N39-PVCSPIRAL6,6 PVC SPIRAL SLEEVE 6MM ( COIL 30 MTR),,39131604,,,,,181.3,181.3,1E+12,0,YES,/kalika-images/spiral-sleeve-500x500.jpg,,"Sys_Num_Images - 1, UNSPC - 39131604, UNIT OF MEASURE - EA, Sys_Discount_Group - Not Discounted"
add/edit,204073,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N39-PVCSPIRAL9,9 PVC SPIRAL SLEEVE 9 MM ( COIL 30 MTR),,39131604,,,,,197.96,197.96,1000000000,0,YES,/kalika-images/spiral-sleeve-500x500.jpg,,"Sys_Num_Images - 1, UNIT OF MEASURE - EA, UNSPC - 39131604, Sys_Discount_Group - Not Discounted"
add/edit,204074,Chemicals & Lubricants,"Chemicals & Lubricants,Home,System,menu1,Shop",N36MAA00401,"Part no. 7013899, Retainer SYS-O-32OZ CL/BL",,40161526,,,,,17462,17462,10000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , Sys_Discount_Group - Not Discounted, UNSPC - 40161526, UNIT OF MEASURE - EA"
add/edit,204075,"Adhesives, Sealants & Tape","Adhesives, Sealants & Tape,Home,System,menu1,Shop",N36MAAX00402,"Part no. 7014088,  Cartridge-O-32OZ CL (With all necessary fittings)",,40161526,,,,,3946,3946,100000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNIT OF MEASURE - EA, UNSPSC - 40161526"
add/edit,204076,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop",N37APFCPANEL001,35 KVAR RTPFC PANEL,,30161505,,,,,115716,115716,10000000,0,YES,/kalika-images/noimage.jpg,,"Sys_Num_Images - , UNSPC - 30161505, UNIT OF MEASURE - EA"
add/edit,204078,Bearing,Bearing,N36PEGA3431768,SPINDLE BEARING 71952  Part No 0010100121 FAG B71952 E TPA P4 UL  Size260 X 360 X 46,,311715,,,,,125294.4,125294.4,100000,1,YES,/kalika-images/noimage.jpg,,"Unit of Measure - EA, UNSPC - 311715, lead Time - 6-8 weeks, Sys_Num_Images - "
add/edit,204079,Bearing,Bearing,N36PEGA3431769,SPINDLE BEARING 71948 Part No 0010100115 FAG B71948 E TPA P4 UL Size 240x320x38,,311715,,,,,116582.4,116582.4,100000,1,YES,/kalika-images/noimage.jpg,,"Unit of Measure - EA, UNSPC - 311715, lead Time - 6-8 weeks, Sys_Num_Images - "
add/edit,204080,Flexible Hoses (Tube),Flexible Hoses (Tube),N36SMCTUBE001,SMC make PU tube 4mm,,31231313,,,,,22.54,22.54,100000,30,YES,/kalika-images/noimage.jpg,,"Unit of Measure - MTR, UNSPC - 31231313, lead Time - 15-21 days, Sys_Num_Images - "
add/edit,204081,Flexible Hoses (Tube),Flexible Hoses (Tube),N36SMCTUBE002,SMC make PU tube 6mm ,,31231313,,,,,37.73,37.73,100000,30,YES,/kalika-images/noimage.jpg,,"Unit of Measure - MTR, UNSPC - 31231313, lead Time - 15-21 days, Sys_Num_Images - "
add/edit,204082,Flexible Hoses (Tube),Flexible Hoses (Tube),N36SMCTUBE003,SMC make PU tube 8mm ,,31231313,,,,,68.6,68.6,100000,30,YES,/kalika-images/noimage.jpg,,"Unit of Measure - MTR, UNSPC - 31231313, lead Time - 15-21 days, Sys_Num_Images - "
add/edit,204083,Flexible Hoses (Tube),Flexible Hoses (Tube),N36SMCTUBE004,SMC make PU tube 10mm ,,31231313,,,,,105.84,105.84,100000,30,YES,/kalika-images/noimage.jpg,,"Unit of Measure - MTR, UNSPC - 31231313, lead Time - 15-21 days, Sys_Num_Images - "
add/edit,204084,Flexible Hoses (Tube),Flexible Hoses (Tube),N36SMCTUBE005,SMC make PU tube 12mm ,,31231313,,,,,158.76,158.76,100000,30,YES,/kalika-images/noimage.jpg,,"Unit of Measure - MTR, UNSPC - 31231313, lead Time - 15-21 days, Sys_Num_Images - "
